0,anxiety disorders,-0.033446956,0.99561864,-0.2777887,0.2806839,1.5263745,0.61890584,-0.14792156,0.60829157,0.13162898,-0.061636053,0.062841825,0.8270227,0.41760316,-5.95E-05,-1.7498641,-1.0258185,-0.8153055,-0.5711719,-0.43315554,-0.08570269,0.17168452,0.14646192,0.3135551,0.44669703,-0.09599933,-0.5551406,0.8342793,0.056810755,0.25837886,0.53870314,0.84109765,0.7203339,-1.5893376,0.22685125,-0.84009254,0.8771095,-0.07682256,0.021765688,0.10881973,-1.1028829,-0.00067711,-0.33767098,-0.76840395,0.92311895,-0.51894104,-0.21770746,-0.9799189,0.2756157,-0.41456005,0.6312976,-0.06369755,0.01535695,0.6120216,-0.048112582,-0.019405156,1.1728388,-0.97199154,-0.2697084,0.70322454,-0.7615403,-1.1545662,0.021025743,0.7898565,0.42892683
1,ataxia,-0.94059986,0.7044763,0.5029836,-0.024966441,0.388692,0.6224538,0.26309064,0.28521323,0.29949322,-1.0368612,0.7479745,0.65599203,0.7575097,0.4425621,-0.38476577,0.076710746,0.505692,-0.76293194,0.45557722,0.06750264,0.7110345,0.37985182,-0.40202785,0.68366253,-0.56204635,-0.059797727,0.8278496,0.12036664,0.23144002,0.081869744,-0.42249393,0.2170202,-0.37579563,-0.4488137,0.08680614,0.24942231,-0.3355706,-0.5834724,-0.6901606,-0.1006835,-0.24999456,-0.68169236,-0.23584376,0.16785984,-0.8498145,-1.0498261,-0.6830361,-0.26709476,-0.7119448,0.5698273,-0.9396694,-0.1426266,0.013664481,0.42061707,-0.4187862,0.08190846,0.28768358,0.9806702,0.32895112,-0.07125193,-0.47574207,-0.41516018,1.0973022,0.10196729
2,"constriction, pathologic",0.033270843,0.3339502,0.1830865,-0.2467864,-0.12836629,-0.51380783,0.09729131,-0.10695797,-0.45023927,-0.50001293,0.24564964,-0.2927802,-0.29122072,0.40154412,0.70385945,-0.07629577,0.54217243,-0.49101132,-0.16596617,0.2167392,0.527254,0.41793728,-0.48638225,0.05362354,-0.21362798,-0.56991774,0.5224073,0.43931195,-0.24852942,-0.06899306,0.007233314,-0.058603927,-0.3375763,0.3144594,0.49344113,-0.36625788,-0.4669161,-0.31793356,0.087498635,-0.087382786,0.34451228,-0.42290965,-0.6785718,-0.27380127,-0.7777585,0.22506952,-0.66992813,-0.27808186,-0.12052661,0.17024402,-0.87080026,-0.2769041,-0.5606597,0.14088736,-0.2072617,-0.44936827,-0.08367825,0.30447015,0.029091168,0.15801755,0.101598166,-0.14988738,0.010344173,-0.08753817
3,"epilepsy, tonic-clonic",-1.8665794,-0.1835226,-0.20672725,-0.056538843,0.13807142,-0.035932813,-0.1630221,-0.030051053,0.54521924,-1.1930712,1.5738286,0.37475246,-0.06482255,0.8101022,-1.2619377,0.5494995,-0.44389826,-1.2682853,-0.14898539,-0.6002399,0.3554317,-2.1073196,0.39227772,0.62763244,0.84587157,-0.5866775,1.2874849,1.0122821,-0.57814735,-0.58617765,-0.10358577,0.54477334,-1.379039,1.140332,0.8210234,-0.2421234,-1.6259267,-0.13443574,0.58500314,0.17241488,1.633358,0.26638436,-0.3394655,1.2098235,-2.1646817,-0.8043134,-0.8110852,0.56088984,-0.6378665,-1.3271806,-0.73088276,-0.2904516,0.4136346,0.89813596,-0.3082864,0.6428942,-0.251164,1.5103835,-0.5437108,-1.2302458,-0.689335,-0.79341716,-1.0411245,-0.23997197
4,glycosuria,0.013271157,0.12119288,-1.1111983,0.055997264,0.548574,0.41864216,0.24114272,0.06175056,-0.22751412,-0.59233797,0.74984366,0.26493642,0.4286016,1.5715902,0.49370483,-0.72469103,-0.08357867,-0.004665372,-0.20767415,0.76294595,-0.040245492,0.031191904,-0.55377585,-0.097872905,0.73959094,-0.38444087,0.033786386,0.0706223,0.30732006,-0.023029253,0.2936435,0.1333407,-0.43652108,0.78212863,0.50593084,0.25781634,-0.6580076,0.103593476,-0.3366804,0.022334391,0.103360124,-0.59588355,-0.44485074,0.40874603,-0.3778735,0.24437883,-0.48527575,-0.14901131,0.57766706,-0.3298381,-0.852903,-0.07745946,0.893073,-0.25082392,-0.61601865,0.35830927,0.189246,0.38629642,0.58206165,-0.36360863,-0.25984356,-0.19384801,0.10976956,-0.16018309
5,disorders of excessive somnolence,1.1877509,0.10869178,0.21633154,0.36110803,1.2479346,0.944713,0.93663794,0.551336,0.45647103,-0.73821414,-0.08675392,0.36319643,0.8233636,1.1738645,1.4038512,-0.30871025,-1.0003512,-0.75321627,-0.1833904,0.26160935,1.2007732,-0.02952347,0.67698437,-0.24338935,1.6402874,-2.2392724,1.6384782,0.2567382,0.81352705,-0.14270231,0.94238704,0.9847289,-1.7946259,-1.5148228,-0.84117115,-0.025663331,0.60186076,1.0882546,-0.5040018,-1.3449767,-0.056658592,-0.8055131,-0.70440394,0.21271698,0.21096487,-1.3922639,-0.68166554,-0.90119565,-0.09821655,-0.40555283,0.002363056,0.23094569,0.13182153,-0.70401984,1.3034493,1.3490967,0.97333324,0.032270182,0.31827945,-0.6193623,-0.59828657,-0.9569089,0.011555452,0.07068381
6,hypothyroidism,-0.5529588,-0.67858505,-0.18472609,-0.43532625,0.2799446,-0.43660867,0.3453117,0.43973053,-0.037813623,-0.29188922,0.60461706,0.6648109,0.12249381,0.6343459,-0.24620372,0.14604883,0.014152751,-0.7087879,0.0450753,-0.3310071,-0.26022714,-0.13053398,-0.6473144,-0.2956127,-0.534751,-0.50433064,0.5418498,0.03534295,0.11656429,0.7803869,0.16723914,-0.11671863,-0.4246276,0.61308104,0.41350308,0.005767214,-0.48374227,0.7412633,0.79580235,0.51151603,0.4214489,-0.09224293,-0.32586393,0.5954625,-0.9116696,-0.2846585,-1.3439012,0.17697513,-0.37167084,-0.8848308,-0.6772832,-0.9504095,0.123677246,0.042869773,-0.12602401,-0.030336075,0.3155747,0.14955713,0.20889595,0.32730913,-0.6374902,0.093116805,0.207389,-0.5741542
7,myoclonus,-0.478138,0.66371834,0.47335726,0.101460114,0.23705307,0.6140681,0.7847247,0.09404603,0.2647906,-0.8419578,0.20586914,0.16159119,-0.08545401,0.29379445,0.14968821,-0.13135833,0.5007437,-0.6483135,0.7081945,-0.427645,0.5041797,0.13150945,-0.44766912,0.5415613,-0.1404275,-0.18846223,1.3315266,0.11244038,0.4443808,0.23261951,0.035641003,0.036690127,0.09096976,-0.2736201,0.24912974,0.45397913,-0.31353164,-0.32103533,-0.5002697,0.1375983,-0.36467907,-0.7662515,-0.55915964,0.7147807,-0.59552795,-1.0430325,-0.77928764,-0.12427422,-0.5259262,0.67389673,-0.82630974,0.094793245,0.3068618,0.1851284,-0.29190326,-0.11546956,0.05733745,0.8205609,0.38534686,-0.46103832,-0.28357992,-0.30121377,0.8316376,-0.37085217
8,paresis,-0.084321864,0.9769412,0.3107287,1.0346541,0.35851586,0.38436416,0.21843939,-0.5116166,0.31931573,-0.92594075,0.16968365,0.6799954,-0.106728695,1.0558014,0.4022732,-0.2867522,-0.10495739,-0.6889322,0.7389526,0.5398418,0.43961078,0.67660934,-1.1519392,0.73782724,-0.019120213,-0.1491433,0.18743254,-0.013439424,0.2406394,0.4183137,-0.21520685,-0.09844354,-0.6039731,-0.09564615,-0.24691337,0.059746582,0.106192835,-0.6095883,-0.43929482,-0.42224067,-0.59960157,0.027950443,-0.2736714,0.45679572,-0.5909802,-1.071898,-0.44611627,-0.36399534,0.29608858,0.42773885,-0.94851005,0.025821727,0.8099718,0.8418791,0.13056448,0.9150817,-0.44426098,0.4458179,-0.06597729,-0.001457896,-0.036989257,0.15412961,1.3248403,0.17980774
9,proteinuria,0.72747815,0.25803187,-1.4558069,0.76623744,0.18047965,0.34591103,0.1885691,-0.21979327,-0.054441262,-0.6786135,1.609212,-0.06630236,0.6506465,2.4094975,0.51212704,-1.2432678,-0.1489395,0.27476633,-0.057407964,1.2746358,-0.19124337,0.65691423,-0.43201396,-0.24425445,0.91305524,-0.08391049,-0.2645829,0.000395167,1.1477219,-0.1874092,0.88975954,0.5169649,0.16180064,1.1033348,1.284395,0.867081,-0.82381856,-0.20082116,-0.6516921,-0.29039684,0.14101863,-0.9645634,-0.33441398,0.52173936,-0.66100985,0.22194915,-0.58388054,-0.50770324,1.2205732,0.60110736,-1.2493529,-0.3860938,1.5151701,-0.5810944,-0.65579534,0.5765172,0.11044907,-0.005963618,0.9013306,-0.02199268,0.01483719,0.23176827,0.23927039,0.15473093
10,seizures,-0.041826595,1.2383509,0.35362116,0.94800955,0.93452764,0.30762717,0.31545448,-0.1790313,0.8574533,-0.68751574,-0.22566502,0.53836143,0.38761616,0.5976406,0.79999936,-0.54256684,0.009505452,-0.89889395,0.8797905,0.7312011,-0.23653087,0.7311343,-0.7048817,0.018155506,-0.038733922,0.3271604,0.75221753,-0.056343976,0.58768445,0.68235964,0.008517875,0.471924,-0.23720288,-0.29056215,0.2161477,0.42689976,-0.35465702,-0.66199285,-0.89061475,-0.5633054,-0.10699263,-0.37838006,-0.36567548,0.5198161,-0.12180169,-1.2059844,-0.76217514,-0.21953344,0.40148732,-0.50983906,-0.86949116,0.07807333,0.9148932,0.62388444,0.15474738,0.28286448,-0.19291738,0.33822328,-0.102312304,-0.3109412,-0.4660153,0.25324786,1.668509,0.08273434
11,stevens-johnson syndrome,-0.1920929,0.5904393,0.21117651,0.40030903,-1.0072694,-0.49215874,0.14267983,0.6243489,0.124232106,0.31131572,0.14924796,-0.17828853,0.14677484,0.44036084,-0.017440543,-0.34030473,0.40980074,-0.8775808,0.083280206,0.063074514,0.55086803,0.06152689,0.15550183,0.09015142,0.028691739,0.041733883,-0.095565796,0.67124766,0.20002419,0.06518841,0.79292285,0.236751,-0.6098801,-0.1348598,-0.2718317,0.3226657,-0.031916168,-0.38254488,-0.002158853,-0.077631555,0.3720814,0.09463419,-0.6509183,-0.024405872,-0.49872363,0.001968826,-1.3097649,-0.63652056,-0.31043354,-0.5163014,-0.5602082,-0.33151874,0.13361105,-0.24583203,-0.49414915,0.004885203,0.7584444,0.2833287,0.75146556,-0.6079396,-0.6016166,0.300851,-0.16221003,0.06629843
12,substance withdrawal syndrome,-0.14700441,0.64941597,0.5335419,0.3803023,0.6693688,0.45518962,-0.07392243,0.6671655,0.42667133,-0.3053391,-0.3696309,0.41938427,1.0691701,0.47687382,-0.33174625,-1.3010428,-0.26734385,-0.4532002,0.47176525,0.45469272,0.37796995,0.10066443,-0.08634778,-0.6010451,-0.24993946,0.3406906,0.7391901,-0.5047987,0.5523779,0.47778276,0.3337513,0.65439415,-1.0890841,-0.13972417,0.2228067,0.6877829,-0.547549,-0.34078392,-0.57453614,-0.38666102,0.03592896,-0.11828667,-0.5855133,0.41330376,-0.3849607,-0.5649746,-0.6349616,-0.14984675,0.022610063,-0.65055496,-0.6275337,0.21329634,0.9987526,0.17403999,-0.19359723,-0.012756709,-0.42100284,0.60099626,0.41495523,-0.93339866,-0.7937717,0.3324348,1.2266252,0.029683208
13,hypophosphatemia,0.16580927,-0.14480907,-1.4706043,-0.97844577,0.37089393,0.19458982,0.26842377,0.18395457,0.26342055,-0.7563418,0.57609665,0.43980396,0.9540536,1.2309321,0.17344204,-0.5507508,-0.6057401,0.14282274,-0.21388008,1.1873533,0.084841035,-0.3471114,-0.3154897,-0.2382163,0.54535633,-0.8349437,-0.35120296,-0.08121783,-0.26594907,0.33199537,-0.071624964,0.15805064,-0.75861955,0.7914256,0.39084762,0.103935756,-0.6273332,-0.053651053,0.12808241,0.7488865,0.4953736,-0.40338913,-0.12783115,0.70422643,-1.144328,-0.13815926,-0.5279585,-0.36300963,-0.09389775,-0.39484143,-0.9256498,0.014278868,0.9443873,0.5740262,-0.85636896,0.53401196,0.65464324,0.24372035,0.65492225,0.037019987,-0.38892227,-0.65065396,0.37426624,1.0160084
14,neurobehavioral manifestations,0.23675124,0.51175785,0.31226113,0.4753507,0.33703476,0.28929058,0.05851962,0.11202364,0.01733946,-0.56059086,0.50239706,0.34340948,-0.15023991,0.78024006,-0.1836321,-0.80549693,-0.54400194,-0.39472336,-0.16537686,0.18853419,0.16032498,0.21053232,-0.33745015,0.26956367,-0.02523856,0.27029115,0.24192156,-0.072373055,0.35615957,-0.12542768,-0.33930862,0.2873591,-0.7595924,0.22048447,-0.28616622,-0.10052685,-0.31538048,-0.84851515,0.04972925,-0.34483346,-0.21569903,-0.40520594,-0.17649816,0.3599662,-0.20576063,-0.44060516,-0.18133497,0.012642105,-0.18491963,0.14669965,-0.34805,0.05275971,0.015068512,0.22626789,0.12699446,0.18993312,-0.30502188,0.5107706,0.5429987,-0.044408746,-0.24495868,-0.3345603,1.1438771,-0.32219625
15,"vasospasm, intracranial",-0.3171285,-0.05820243,-0.4065191,0.095454134,-0.30530545,-0.0357522,0.64014864,-0.20098905,0.144676,-0.4680326,0.7619906,-0.024536848,-0.12163682,0.5922138,0.06363567,-0.18837169,0.63742524,-0.5187968,-0.11790319,-0.44258046,0.38192958,0.3164333,-0.017967764,0.9399127,0.2903556,0.81494814,-0.027396036,0.34167787,-0.046097465,-0.2784269,-0.33745638,-0.030290565,-0.54874486,0.39291954,0.51491714,0.26098862,-0.117392056,-0.9665285,-0.64168,-0.111331105,0.3175697,-0.8795163,-0.4705265,0.5038147,-0.6345705,-0.31844765,-0.34480456,0.1315731,-0.44422963,0.28422746,-0.6583552,0.12396018,-0.124325484,0.16537982,-0.23784238,0.72302413,0.47908938,0.72894424,-0.002217718,0.11224138,0.5324146,-0.33543724,0.027754465,-0.09515078
